Text,Sentiment
aa Q4 Operational CF declined 209m vs. Q4'11. 18% DECINE. P Spin says it was higher than Q3 2012. note Q3 '12 was 263m less than Q3'11,0
HT closed > 200 sma (barely) for 3rd time since Oct- eps out of the way- watch for volume > 55  ,1
user PWE and the crazy HAO is in Green Weekly Triangle are you in short or long,0
WT had a huge 39 seller today... check out the daily... hold over 40-42 loooks good for a swing,1
AJ Over 18.00 on good volume   ,1
CYBX broke out to all time highs accompained by a strong volume suggesting higher levels.  ,1
ONTY looks poised for bounce from bottom. SI starting to turn up & MACD is crossing up its signal  ,1
Still trading within an uptrend channel. Short-term uptrend still intact. I'm still bullish on NVDA  ,1
VVS Vivus CEO eportedly Says Acquisition is 'Inevitable' talking to Deal eporter at the J.P. Morgan  ,1
user: C     what is a runner     ,1
"V is now one of my longest growth stock holdings, ever (19 months and counting)...",1
fio bouncing some this morning (25% short interest) Still nothing but air till 17.90s  ,0
tol doji yesterday could mean another lower high. Wait for  close into cloud before going short   ,0
"AMWD setting up very nicely above 29.33.  In the very strong building and construction product group, along with APOG.",1
"TAB I like this one, down for no real reason, new contracts picking up slack, 2013 is about 'small cell' tech, & Software-As-A-Service!!!",1
FS - buy signal just triggered for us,1
ANF on the radar for a move above 48.70-49,1
DGI FTD.  Pivot range 26.98 to 28.33.,1
HPQ Option traders buy 10k Aug 13P at .78. 780k bet stock will be below 13 by Aug expiration. Could be a stock hedge,0
"FAF new highs, still holding. Needs volume here.",1
NS Perfect day for a reversal candle on the dailies.,0
VOC actually triggerd yesterday but closed back at line - today itstrying again - vol 16%   ,1
added APP,1
"WFM - added small  89, prefer the 90-91 level to lay short out",0
MAS from watch list broke out of flag today- now also at top line on volume of 11% of full day ave  ,1
CMG - 5m descending triangle. 9% avg volume.  ,0
user: DDD broke out from the bear flag to the upside.... ots of shorts who do not understand momentum being caught STDY,1
DGI still moving,1
SSYS maybe too few shares outstanding to short.. but ....11 million in operational cash flow ttm and trading at 1.9 bil mkt cap,0
SSYS operational cash flow declined 42% ttm vs. ttm,0
"Covering 1/2 WAC short 47.15, looking lower but got to book some...",0
"VTX option trader buys 3,700 put spreads in April 48 and 42 strikes. Could be big bet on down move or stock hedge",0
FS 4 hour - nice bounce ichard.   ,1
"GNC - nice inverse head and shoulders, as well as a nice pullback to support from the previous box-breakout",1
"user I hate to be under 3, as average I end screw up, no good for me NN",0
DA nice run from entry; moving stop up to breakeven  ,1
"ed Weekly Triangle on CTIC,....Net Profit  675.00 (3.88%),...gly waiting more than 3 months  ",0
CW Clearwire Corp arge trades in puts show bearish interest despite DISH bid  ,0
APO Strong push off support (w/volume),1
from watch list HAO slipped over line when I was not watching - volume is 76% of full day ave  ,1
"The most bearish thing I have seen in a week, not good for the overall market at all JPM SPY ES_F  ",0
"user in a bullish you sell always, no buy; in a bearish market you buy no sell NX",0
VOC from watch list added Tuesday has now run over the 50-day EMA vol increased to 86%   ,1
ANA getting the breakout yest and holding up today. Presenting at JPM conf today at 6:30est  ,1
"trade idea buy ESC  25.95, target 35.50, cut below 21.40   ",1
"SWKS decision coming there soon...expecting a break...up...looking at SI, MACD & TIX  ",1
Just a small dose of reality on CTIC :  ,0
"VS option trader closes out Feb 50C selling 12k against 22k OI. Opens position in Feb 55C selling 23k on hard bid vs. OI of 2,700",0
Six years ago apple introduced the iPhone to the world. Do you remember where you were? aapl #sixyearsold,1
EW Went long on EW at 93.15. ooks like it is ready to make a move to 98 w/breakout of consolidation  ,1
EBAY basing  ,1
Short YHOO,0
CHK thanks JPM upgraded   ,1
dec 6 BB&T CM initiated SSYS with a buy  68. wonder if they still have it a buy up 28% in 30 days?,0
user: SSYS  EACHED SI 80%  Crash is near,0
SSQ pulling back as suspected. uckily sold near 11.20 res (tweeted). Watching 10.80 to get bck in  ,1
"user The day of the MA IPO I tripled my position at 42 (IPO priced at 39) never touched it since, probably my best stock move ever...",1
AAP P&F is bullish again...   ,1
"AAP IF support broken then I won't hesitate to sell as lots of downside. For now, : favors longs  ",1
user: eaders EAD. BAC >On which side is the Question... Even AAP is Broken since few Week. Medium Outlook does not look Bright.,0
"Green Weekly Triangle on DEPO,....Scaling at 6.40  ",0
"Intel a tobacco stock?...interesting read and analogy...up to Intel I guess, but the dividend is tasty  intc",1
"Green Weekly Triangle on FNFG,....Scaling at 8.22  ",0
"FAF - ong  16.92. Trailing Stop  22.31 from 8 prior Stops of 22.04, 16.92, 16.40 ... 15.17 and 15.10 -  ",1
"SWY - inside day - held 50 sma, rsi holding above 40 , looks like counter-trend move",1
"Despite weakness in AAP, SPY didn't fill 2day's gap - reversed a mere 0.13 away.  Every stock out there outperforming AAP these days",1
IPX  Over 22.15  ,1
MY   Over 28.25 or 28.50  ,1
XXIA Over 18.00  ,1
user SHOT YHOO TO 0!!!!!,0
"WPI - buying looks counter-trend, possible bear wedge, wont be happy if it closes 2-3 days above 50sma, will have to re-evaluate if it does",0
MON - and monthly - game on...  ,1
"HA EPS estimates being slashed as squeezed stock crash lands, looking for low 5's  ",0
"TSO Was long now crack spreads say low 30's = Short, VO good short too!  ",0
"AAP No pain and no gain, will stay above 500 (mostly) but not higher than 580 and go as low as 470  ",0
GEOY Should be trading at: 41.09 as each share worth 1.425 shares of DGI (28.84) x 1.425 = 41.09:  ,1
China is FIX ing itself STDY,1
CHK Good Info user: user S&P over 1470 and this thing rips IMO,1
"with a name like SkyPeople Fruit Juice, SP is going to be the next AAP. just wait and see.",1
"WH consolidating at the highs, with gap support immediately under the price. -  from  ",1
 MT BEAV --- all setting up for possible higher prices,1
MGM Caught in a ange user   ,0
New post - I could have Peter ynch'd this stock  MD,1
FSC goes ex-dividend tomorrow paying monthly 0.0958 per share with next payment on Jan. 31st with 10.60% yield,1
user 3DTradingtrader I do have 3.1Mio to expend and race up any offer for DEPO,0
VOXX a user stock. Kudos to you my friend!,1
"MCP Performing as expected, so many red flag raised on that one over last few months, so many here could say I told you so...",0
"SWY - *WSJ: Cerberus, Supervalu Strike Deal - Sources - may put a bid under SWY",1
"SE SHOT CECO, SM, ACI, DMND, NS, GCY, BBG, EF, TM, EOC, XCO, VCCF, PQ, AXAS, PST, P, KCG, MNTA, NAV, PAC",0
HPQ in the 16.50 calls for .04!,1
AAP daily pop then vomit in motion...,0
"MCP don't catch that knife, if you think it will survive define risk buy some January 2015 EAP option and forget about it till then...",0
"PX - ong  9.01. Moved the Trailing Stop to 13.30 from 3 Stops of 9.01, 7.78 & 6.55 -  ",1
AAP ... I don't see any more than 1 up 3min candle in a row so far this am.,0
"AAP about to go red, amazing how many times that pattern can repeat over and over...",0
user u didn't miss it if it is still going lower :) MCP,0
GDOT making a new higher high. MACD bullish cross + OBV trending upwards.Time to fill this gap.   ,1
Back to a full size position in ZNGA here,1
FCE triggered Tues gapped Wed so today IMO do not have to think - you just take profits   ,1
"Goodbye FAF, acting weak, I've never liked you anyway - NEXT",0
not likin MSFT neg dvrgnce+hammer today goin into quadruple bottom. Still have some longs w/ stop  ,0
WFC If they miss I will add,1
BAC wait for it to setup again. ooks like it will retest 10.66 for sure.,0
"MCP you had a lot of red flags, but when the CEO was abruptly fired without a permanent replacement this should have got your attention...",0
AAP gonna bounce hard off 516,1
GS is looking super strong.,1
wait to you see what they do w/schools in 2013 user: The JMBA airport locations are generally packed. Good news user,1
GS wants higher,1
"AAP watch CS, it's a tell for AAP imo!",1
BK - added to long,1
user: long a few NFX 100 calls at .27 expire tomorrow out at .40 +48% no need to be greedy with them expiring tomorrow,1
JNP - added to long,1
CEE 5 min retest   ,1
AAP - trimmed 1/2 of our short exposure 516 level,0
AAP lower highs and lower lows intraday...where is big near term support?,0
The cult of Apple is dying -  AAP,0
ZION...looks to be basing under breakout...could touch bottom of triangle though  ,1
HPQ ocket since Noon!,1
HPQ ook at that Volume too! Very Nice! 16.50 Calls Do it!,1
"X - took long exposure down  25.95 - 26 area - still very bullish on T look, stock has a rip - n - dip rhythm, want dry powder 2 trade",1
"user sweet money, I need another 1.8% to scaling in Sell Short again CSN",0
HPQ Man these call options are so Cheap!,1
user: user SHOT YHOO TO 0!!!!! ONE DOWN 19 TO GO lololol,0
"user I lost 15% of my holdings when it first opened, but have recouped it all through AAP and now FB. Buying more of both",1
TE - new short on board for utility sector,0
"user Tr8r_x nice face, check the next HBAN Green Weekly Triangle (Sell Short)",0
"Green Weekly Triangle on HBAN,....Sell Short at 6.69  ",0
"user yea, but CSN in just one in my whole portfolio, when you scale, you always can fix the cost and ending with profits",0
BAC Out 11.78 waiting for a pullback.. if we have one today.. ;-),1
AAP moving above 525 pivot today is bullish for tomorrow.,1
AAP getting my attention. Showing some strength. Might actually jump in.,1
ES SPY SPX can we hold this breakout on the ES futures?,0
AAP Someone catch a leak of some news at 2:30 or what???,1
WFM - not getting much lift from the rally - looking like a possible bear flag - adding to short,0
"ed Weekly Triangle on HEK,...Net Profit  4,539.00 (10.84%)  ",0
V interesting reversal today,0
"BAC 100% Cash -->I will never listen to the sirens say Keep r Trade Overnight, it will Gapp Never... I Promise ;-)",1
HPQ is 17.50 too much to ask for tomorrow??? :),1
SDJPY No breakout on the close. isk rally with equity traders in front of their skis into earnings.  ES SPY SPX,0
Market underperform day thanks to my DDD + SSYS positions.  Staying long 3D printing.  AAP kept me green.  More upside to come.,1
"Green Weekly Triangle on HEK,...Sell Short at 3.96  ",0
"FS - Solar Market to ise 22 Percent in 2013, Deutsche Bank Predicts  ",1
nice! - user: Huge volume in MS breakout today.,1
The price action is saying that AAP is not going to die after earnings. It had multiple chances to break 500 but didn't.,1
BN BISH!!! to announce a 15% increase in Holiday sales  ,1
CS nice move above the 50 and 200 DMA. Nice base structure on a daily/weekly pattern.,1
"OCZ -CES 2013, as Vegas, Nevada, January 8th through 11th (in progress)!",1
user: T user: user: GAME ON!? #readyscoregoals. This company just gets it... #CanadianGrown ,1
don't tell everyone ... user: That's a nice looking diverse list of 52-week highs: JNJ MMM GS OC F WAG DE,1
Alarm bells should ring for DDD investors. ed flags are highlighted in this detailed and well researched article  ,0
AAP Marketing Chief Phil Schiller will  not resort to a cheaper iPhone to expand its market share ETES,0
"Squeeze squeeze slow grind higher continuing SPY 147.45 ES_F 1471 , WFC better deliver the goods tomorrow...",1
HSA It always comes Back.....,1
user HSA Good Day?,1
YHOO Cramer kiss of death thanks bro. Can I get a BAC and JDS Cramer nudge? user kifmonster,0
MGM held this long term resistance: user: MGM Caught in a ange user   ,0
AON Continuation on good volume  ,1
NFX  Over 28.20 or 28.40  ,1
ZC Over 4.75 on good volume  ,1
ES SPX SPY star on 4hour,0
A doji like candle close today on F may signify possible retracement between 100% and 61.8% Fib levels. Watching closely for more bull run.,1
SWHC will continue to accumulate more mar 9 calls on any pull back below 8.10,1
ISIS - with continued volume this can go much higher 13.22 to 14 is easy for this - it has some big green moves,1
"user TSO Don't be fooled by one day moves esp. after a large drop, the trend and my stop says I'm still good.",0
SM - Decent base. ook poised to break out.,1
user: NFX  -- I let my  wkly 100 CAS go from VEY green to ed.  Not good. But will hold them,1
TSO user Attached shows Fib and old resistance stopping upward move.  Will stay below both.  ,0
CGI ove this trucking co. should be bought on any pullback!   ,1
